Species,Species_model,sla,lnm,lpm,CHELSA_bio10_1,CHELSA_bio10_4,CHELSA_bio10_12,CHELSA_bio10_15,PFTs,Realm,KG_classes,KG_classORD,Ancestral_DECJ_family,Ancestral_description_family
Tetragastris_panamensis,Tetragastris_panamensis,6.684257997,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,C,BWhWk
Tetragastris_panamensis,Tetragastris_panamensis,7.764397906,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,C,BWhWk
Tetragastris_panamensis,Tetragastris_panamensis,9.821192053,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,C,BWhWk
Tetragastris_panamensis,Tetragastris_panamensis,8.522988506,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,C,BWhWk
Tetragastris_panamensis,Tetragastris_panamensis,9.672209944,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,C,BWhWk
Tetragastris_panamensis,Tetragastris_panamensis,7.402245367,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,C,BWhWk
Tetragastris_panamensis,Tetragastris_panamensis,5.53342759,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,C,BWhWk
Tetragastris_panamensis,Tetragastris_panamensis,5.17682999,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,C,BWhWk
Tetragastris_panamensis,Tetragastris_panamensis,5.687847812,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,C,BWhWk
Tetragastris_panamensis,Tetragastris_panamensis,9.506410256,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,C,BWhWk
Tetragastris_panamensis,Tetragastris_panamensis,8.016216216,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,C,BWhWk
Tetrathylacium_johansenii,Tetrathylacium_johansenii,18.02282121,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,E,Cwac
Tetrathylacium_johansenii,Tetrathylacium_johansenii,16.65556033,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,E,Cwac
Tetrathylacium_johansenii,Tetrathylacium_johansenii,15.33038753,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,E,Cwac
Tetrathylacium_johansenii,Tetrathylacium_johansenii,14.52147551,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,E,Cwac
Tetrathylacium_johansenii,Tetrathylacium_johansenii,15.94623656,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,E,Cwac
Tetrathylacium_johansenii,Tetrathylacium_johansenii,17.55301994,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,E,Cwac
Theobroma_cacao,Theobroma_cacao,26.91482391,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,B,BShSk
Theobroma_cacao,Theobroma_cacao,25.97091573,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,B,BShSk
Theobroma_cacao,Theobroma_cacao,26.82796534,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,B,BShSk
Theobroma_cacao,Theobroma_cacao,15.01254318,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,B,BShSk
Theobroma_cacao,Theobroma_cacao,21.84284618,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,B,BShSk
Theobroma_cacao,Theobroma_cacao,19.29653273,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,B,BShSk
Theobroma_cacao,Theobroma_cacao,20.65729824,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,B,BShSk
Theobroma_cacao,Theobroma_cacao,17.07020879,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,B,BShSk
Theobroma_cacao,Theobroma_cacao,18.00180041,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,B,BShSk
Thevetia_ahouai,Thevetia_ahouai,14.36503973,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,A,Afw
Thevetia_ahouai,Thevetia_ahouai,12.64273635,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,A,Afw
Thevetia_ahouai,Thevetia_ahouai,27.4778185,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,A,Afw
Thevetia_ahouai,Thevetia_ahouai,22.03471553,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,A,Afw
Thevetia_ahouai,Thevetia_ahouai,29.4239332,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,A,Afw
Thevetia_ahouai,Thevetia_ahouai,29.81400686,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,A,Afw
Thevetia_ahouai,Thevetia_ahouai,22.44116459,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,A,Afw
Thevetia_ahouai,Thevetia_ahouai,23.53488939,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,A,Afw
Thevetia_ahouai,Thevetia_ahouai,27.59576428,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,A,Afw
Thevetia_ahouai,Thevetia_ahouai,22.64184209,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,A,Afw
Thevetia_ahouai,Thevetia_ahouai,18.67876032,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,A,Afw
Thevetia_ahouai,Thevetia_ahouai,16.89050225,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,A,Afw
Thevetia_ahouai,Thevetia_ahouai,18.14160801,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,A,Afw
Thevetia_ahouai,Thevetia_ahouai,18.34868764,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,A,Afw
Thevetia_ahouai,Thevetia_ahouai,16.4815193,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,A,Afw
Thevetia_ahouai,Thevetia_ahouai,26.80059524,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,A,Afw
Thevetia_ahouai,Thevetia_ahouai,24.64839543,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,A,Afw
Thevetia_ahouai,Thevetia_ahouai,23.42507533,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,A,Afw
Thevetia_ahouai,Thevetia_ahouai,26.96363636,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,A,Afw
Thevetia_ahouai,Thevetia_ahouai,21.84193499,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,A,Afw
Thevetia_ahouai,Thevetia_ahouai,18.17194716,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,A,Afw
Thevetia_ahouai,Thevetia_ahouai,18.95487518,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,A,Afw
Thevetia_ahouai,Thevetia_ahouai,16.34271497,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,A,Afw
Thevetia_ahouai,Thevetia_ahouai,22.5693921,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,A,Afw
Thevetia_ahouai,Thevetia_ahouai,20.53936348,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,A,Afw
Tocoyena_pittieri,Tocoyena_pittieri,22.31441299,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,D,Cfac
Tocoyena_pittieri,Tocoyena_pittieri,23.67921194,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,D,Cfac
Tocoyena_pittieri,Tocoyena_pittieri,11.29905789,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,D,Cfac
Tocoyena_pittieri,Tocoyena_pittieri,11.6805106,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,D,Cfac
Tocoyena_pittieri,Tocoyena_pittieri,11.84290727,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,D,Cfac
Tocoyena_pittieri,Tocoyena_pittieri,17.6547619,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,D,Cfac
Tocoyena_pittieri,Tocoyena_pittieri,15.13265306,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,D,Cfac
Tocoyena_pittieri,Tocoyena_pittieri,17.24418605,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,D,Cfac
Tocoyena_pittieri,Tocoyena_pittieri,15.44791667,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,D,Cfac
Tocoyena_pittieri,Tocoyena_pittieri,23.19340725,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,D,Cfac
Tocoyena_pittieri,Tocoyena_pittieri,19.27691266,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,D,Cfac
Tocoyena_pittieri,Tocoyena_pittieri,14.97979798,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,D,Cfac
Tocoyena_pittieri,Tocoyena_pittieri,14.25961538,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,D,Cfac
Trattinnickia_aspera,Trattinnickia_aspera,14.33484203,NA,NA,NA,NA,NA,NA,PFT6,Panamanian,Am,AFM,C,BWhWk
Trattinnickia_aspera,Trattinnickia_aspera,13.62604332,NA,NA,NA,NA,NA,NA,PFT6,Panamanian,Am,AFM,C,BWhWk
Trattinnickia_aspera,Trattinnickia_aspera,10.7516383,NA,NA,NA,NA,NA,NA,PFT6,Panamanian,Am,AFM,C,BWhWk
Trattinnickia_aspera,Trattinnickia_aspera,12.83605879,NA,NA,NA,NA,NA,NA,PFT6,Panamanian,Am,AFM,C,BWhWk
Trattinnickia_aspera,Trattinnickia_aspera,25.47895779,NA,NA,NA,NA,NA,NA,PFT6,Panamanian,Am,AFM,C,BWhWk
Trattinnickia_aspera,Trattinnickia_aspera,28.03346931,NA,NA,NA,NA,NA,NA,PFT6,Panamanian,Am,AFM,C,BWhWk
Trattinnickia_aspera,Trattinnickia_aspera,23.47226816,NA,NA,NA,NA,NA,NA,PFT6,Panamanian,Am,AFM,C,BWhWk
Trattinnickia_aspera,Trattinnickia_aspera,22.12916374,NA,NA,NA,NA,NA,NA,PFT6,Panamanian,Am,AFM,C,BWhWk
Trattinnickia_aspera,Trattinnickia_aspera,18.66143275,NA,NA,NA,NA,NA,NA,PFT6,Panamanian,Am,AFM,C,BWhWk
Trattinnickia_aspera,Trattinnickia_aspera,11.67886052,NA,NA,NA,NA,NA,NA,PFT6,Panamanian,Am,AFM,C,BWhWk
Trattinnickia_aspera,Trattinnickia_aspera,20.53202718,NA,NA,NA,NA,NA,NA,PFT6,Panamanian,Am,AFM,C,BWhWk
Trattinnickia_aspera,Trattinnickia_aspera,23.39200129,NA,NA,NA,NA,NA,NA,PFT6,Panamanian,Am,AFM,C,BWhWk
Trattinnickia_aspera,Trattinnickia_aspera,7.463910419,NA,NA,NA,NA,NA,NA,PFT6,Panamanian,Am,AFM,C,BWhWk
Trattinnickia_aspera,Trattinnickia_aspera,7.243322362,NA,NA,NA,NA,NA,NA,PFT6,Panamanian,Am,AFM,C,BWhWk
Trattinnickia_aspera,Trattinnickia_aspera,7.921930229,NA,NA,NA,NA,NA,NA,PFT6,Panamanian,Am,AFM,C,BWhWk
Trattinnickia_aspera,Trattinnickia_aspera,9.62987013,NA,NA,NA,NA,NA,NA,PFT6,Panamanian,Am,AFM,C,BWhWk
Trattinnickia_aspera,Trattinnickia_aspera,12.67521368,NA,NA,NA,NA,NA,NA,PFT6,Panamanian,Am,AFM,C,BWhWk
Trattinnickia_aspera,Trattinnickia_aspera,11.76984127,NA,NA,NA,NA,NA,NA,PFT6,Panamanian,Am,AFM,C,BWhWk
Trattinnickia_aspera,Trattinnickia_aspera,12.1557377,NA,NA,NA,NA,NA,NA,PFT6,Panamanian,Am,AFM,C,BWhWk
Trattinnickia_aspera,Trattinnickia_aspera,5.576730593,NA,NA,NA,NA,NA,NA,PFT6,Panamanian,Am,AFM,C,BWhWk
Trattinnickia_aspera,Trattinnickia_aspera,5.174316332,NA,NA,NA,NA,NA,NA,PFT6,Panamanian,Am,AFM,C,BWhWk
Trattinnickia_aspera,Trattinnickia_aspera,6.087948322,NA,NA,NA,NA,NA,NA,PFT6,Panamanian,Am,AFM,C,BWhWk
Trattinnickia_aspera,Trattinnickia_aspera,8.290489596,NA,NA,NA,NA,NA,NA,PFT6,Panamanian,Am,AFM,C,BWhWk
Trichanthera_gigantea,Trichanthera_gigantea,25.39612264,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,A,Afw
Trichanthera_gigantea,Trichanthera_gigantea,27.63794379,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,A,Afw
Trichanthera_gigantea,Trichanthera_gigantea,25.16921678,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,A,Afw
Trichanthera_gigantea,Trichanthera_gigantea,29.51122058,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,A,Afw
Trichanthera_gigantea,Trichanthera_gigantea,18.47654405,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,A,Afw
Trichanthera_gigantea,Trichanthera_gigantea,21.38637362,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,A,Afw
Trichanthera_gigantea,Trichanthera_gigantea,31.23671467,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,A,Afw
Trichanthera_gigantea,Trichanthera_gigantea,30.09110629,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,A,Afw
Trichanthera_gigantea,Trichanthera_gigantea,28.70781629,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,A,Afw
Trichilia_pallida,Trichilia_pallida,21.73397094,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,C,BWhWk
Trichilia_pallida,Trichilia_pallida,24.77279328,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,C,BWhWk
Trichilia_pallida,Trichilia_pallida,21.44162212,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,C,BWhWk
Trichilia_pallida,Trichilia_pallida,20.47733411,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,C,BWhWk
Trichilia_pallida,Trichilia_pallida,16.26917391,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,C,BWhWk
Trichilia_pallida,Trichilia_pallida,17.44705882,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,C,BWhWk
Trichilia_pallida,Trichilia_pallida,16.13064865,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,C,BWhWk
Trichilia_pallida,Trichilia_pallida,16.94848404,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,C,BWhWk
Trichilia_pallida,Trichilia_pallida,20.66217344,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,C,BWhWk
Trichilia_pallida,Trichilia_pallida,29.7040729,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,C,BWhWk
Trichilia_pallida,Trichilia_pallida,24.85965515,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,C,BWhWk
Trichilia_pallida,Trichilia_pallida,27.28932148,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,C,BWhWk
Trichilia_pallida,Trichilia_pallida,18.78390219,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,C,BWhWk
Trichilia_pallida,Trichilia_pallida,18.94411437,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,C,BWhWk
Trichilia_pallida,Trichilia_pallida,18.08536585,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,C,BWhWk
Trichilia_pallida,Trichilia_pallida,14.69343896,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,C,BWhWk
Trichilia_pallida,Trichilia_pallida,15.33513599,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,C,BWhWk
Trichilia_pallida,Trichilia_pallida,13.816994,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,C,BWhWk
Trichilia_pallida,Trichilia_pallida,12.73223936,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,C,BWhWk
Trichilia_pallida,Trichilia_pallida,13.47275396,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,C,BWhWk
Trichilia_pallida,Trichilia_pallida,16.44220094,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,C,BWhWk
Trichilia_pallida,Trichilia_pallida,17.27852232,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,C,BWhWk
Trichilia_pallida,Trichilia_pallida,17.50457224,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,C,BWhWk
Trichilia_pallida,Trichilia_pallida,8.974894402,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,C,BWhWk
Trichilia_pallida,Trichilia_pallida,10.29201724,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,C,BWhWk
Trichilia_pallida,Trichilia_pallida,20.89060347,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,C,BWhWk
Trichilia_pallida,Trichilia_pallida,18.93913933,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,C,BWhWk
Trichilia_tuberculata,Trichilia_tuberculata,16.65418341,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,C,BWhWk
Trichilia_tuberculata,Trichilia_tuberculata,17.0927353,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,C,BWhWk
Trichilia_tuberculata,Trichilia_tuberculata,14.4012389,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,C,BWhWk
Trichilia_tuberculata,Trichilia_tuberculata,14.21688979,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,C,BWhWk
Trichilia_tuberculata,Trichilia_tuberculata,13.52569508,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,C,BWhWk
Trichilia_tuberculata,Trichilia_tuberculata,16.19955404,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,C,BWhWk
Trichilia_tuberculata,Trichilia_tuberculata,15.54097175,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,C,BWhWk
Trichilia_tuberculata,Trichilia_tuberculata,17.2453563,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,C,BWhWk
Trichilia_tuberculata,Trichilia_tuberculata,14.85614502,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,C,BWhWk
Trichilia_tuberculata,Trichilia_tuberculata,13.8778639,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,C,BWhWk
Trichilia_tuberculata,Trichilia_tuberculata,12.1155938,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,C,BWhWk
Trichilia_tuberculata,Trichilia_tuberculata,15.88053241,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,C,BWhWk
Trichilia_tuberculata,Trichilia_tuberculata,7.399310424,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,C,BWhWk
Trichilia_tuberculata,Trichilia_tuberculata,7.644329897,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,C,BWhWk
Trichilia_tuberculata,Trichilia_tuberculata,11.06716418,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,C,BWhWk
Trichilia_tuberculata,Trichilia_tuberculata,12.57579631,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,C,BWhWk
Trichilia_tuberculata,Trichilia_tuberculata,11.49612403,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,C,BWhWk
Trichilia_tuberculata,Trichilia_tuberculata,8.523706184,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,C,BWhWk
Trichilia_tuberculata,Trichilia_tuberculata,10.33827348,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,C,BWhWk
Trichilia_tuberculata,Trichilia_tuberculata,11.5704578,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,C,BWhWk
Trichilia_tuberculata,Trichilia_tuberculata,8.216604119,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,C,BWhWk
Trichilia_tuberculata,Trichilia_tuberculata,11.70151502,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,C,BWhWk
Trichilia_tuberculata,Trichilia_tuberculata,9.742203623,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,C,BWhWk
Trichospermum_galeottii,Trichospermum_galeottii,13.86938889,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,B,BShSk
Trichospermum_galeottii,Trichospermum_galeottii,23.171875,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,B,BShSk
Trichospermum_galeottii,Trichospermum_galeottii,17.6547619,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,B,BShSk
Triplaris_cumingiana,Triplaris_cumingiana,21.6744832,NA,NA,NA,NA,NA,NA,PFT6,Panamanian,Am,AFM,A,Afw
Triplaris_cumingiana,Triplaris_cumingiana,22.31134213,NA,NA,NA,NA,NA,NA,PFT6,Panamanian,Am,AFM,A,Afw
Triplaris_cumingiana,Triplaris_cumingiana,25.03693088,NA,NA,NA,NA,NA,NA,PFT6,Panamanian,Am,AFM,A,Afw
Triplaris_cumingiana,Triplaris_cumingiana,23.36446733,NA,NA,NA,NA,NA,NA,PFT6,Panamanian,Am,AFM,A,Afw
Triplaris_cumingiana,Triplaris_cumingiana,24.09584734,NA,NA,NA,NA,NA,NA,PFT6,Panamanian,Am,AFM,A,Afw
Triplaris_cumingiana,Triplaris_cumingiana,20.28343211,NA,NA,NA,NA,NA,NA,PFT6,Panamanian,Am,AFM,A,Afw
Triplaris_cumingiana,Triplaris_cumingiana,20.18892508,NA,NA,NA,NA,NA,NA,PFT6,Panamanian,Am,AFM,A,Afw
Triplaris_cumingiana,Triplaris_cumingiana,22.27314251,NA,NA,NA,NA,NA,NA,PFT6,Panamanian,Am,AFM,A,Afw
Triplaris_cumingiana,Triplaris_cumingiana,18.98144976,NA,NA,NA,NA,NA,NA,PFT6,Panamanian,Am,AFM,A,Afw
Triplaris_cumingiana,Triplaris_cumingiana,20.60782561,NA,NA,NA,NA,NA,NA,PFT6,Panamanian,Am,AFM,A,Afw
Triplaris_cumingiana,Triplaris_cumingiana,24.97604321,NA,NA,NA,NA,NA,NA,PFT6,Panamanian,Am,AFM,A,Afw
Triplaris_cumingiana,Triplaris_cumingiana,26.50655787,NA,NA,NA,NA,NA,NA,PFT6,Panamanian,Am,AFM,A,Afw
Triplaris_cumingiana,Triplaris_cumingiana,24.36966338,NA,NA,NA,NA,NA,NA,PFT6,Panamanian,Am,AFM,A,Afw
Triplaris_cumingiana,Triplaris_cumingiana,21.5760389,NA,NA,NA,NA,NA,NA,PFT6,Panamanian,Am,AFM,A,Afw
Triplaris_cumingiana,Triplaris_cumingiana,19.19098021,NA,NA,NA,NA,NA,NA,PFT6,Panamanian,Am,AFM,A,Afw
Triplaris_cumingiana,Triplaris_cumingiana,11.62965154,NA,NA,NA,NA,NA,NA,PFT6,Panamanian,Am,AFM,A,Afw
Triplaris_cumingiana,Triplaris_cumingiana,10.20612233,NA,NA,NA,NA,NA,NA,PFT6,Panamanian,Am,AFM,A,Afw
Triplaris_cumingiana,Triplaris_cumingiana,12.35833333,NA,NA,NA,NA,NA,NA,PFT6,Panamanian,Am,AFM,A,Afw
Triplaris_cumingiana,Triplaris_cumingiana,11.23484848,NA,NA,NA,NA,NA,NA,PFT6,Panamanian,Am,AFM,A,Afw
Triplaris_cumingiana,Triplaris_cumingiana,11.32061069,NA,NA,NA,NA,NA,NA,PFT6,Panamanian,Am,AFM,A,Afw
Triplaris_cumingiana,Triplaris_cumingiana,13.12389381,NA,NA,NA,NA,NA,NA,PFT6,Panamanian,Am,AFM,A,Afw
Triplaris_cumingiana,Triplaris_cumingiana,11.93762671,NA,NA,NA,NA,NA,NA,PFT6,Panamanian,Am,AFM,A,Afw
Triplaris_cumingiana,Triplaris_cumingiana,9.37547176,NA,NA,NA,NA,NA,NA,PFT6,Panamanian,Am,AFM,A,Afw
Triplaris_cumingiana,Triplaris_cumingiana,12.09840096,NA,NA,NA,NA,NA,NA,PFT6,Panamanian,Am,AFM,A,Afw
Triplaris_cumingiana,Triplaris_cumingiana,11.01740844,NA,NA,NA,NA,NA,NA,PFT6,Panamanian,Am,AFM,A,Afw
Turpinia_occidentalis,Turpinia_occidentalis,24.14707192,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,D,Cfac
Turpinia_occidentalis,Turpinia_occidentalis,23.34770891,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,D,Cfac
Turpinia_occidentalis,Turpinia_occidentalis,34.1215078,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,D,Cfac
Turpinia_occidentalis,Turpinia_occidentalis,30.37444418,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,D,Cfac
Turpinia_occidentalis,Turpinia_occidentalis,37.84442031,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,D,Cfac
Turpinia_occidentalis,Turpinia_occidentalis,26.54016379,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,D,Cfac
Turpinia_occidentalis,Turpinia_occidentalis,26.55431391,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,D,Cfac
Turpinia_occidentalis,Turpinia_occidentalis,13.59223525,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,D,Cfac
Turpinia_occidentalis,Turpinia_occidentalis,22.85179339,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,D,Cfac
Turpinia_occidentalis,Turpinia_occidentalis,16.66292135,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,D,Cfac
Turpinia_occidentalis,Turpinia_occidentalis,17.24418605,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,D,Cfac
Turpinia_occidentalis,Turpinia_occidentalis,9.211180124,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,D,Cfac
Turpinia_occidentalis,Turpinia_occidentalis,8.723529412,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,D,Cfac
Turpinia_occidentalis,Turpinia_occidentalis,9.042682927,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,D,Cfac
Turpinia_occidentalis,Turpinia_occidentalis,18.30864198,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,D,Cfac
Turpinia_occidentalis,Turpinia_occidentalis,14.53921569,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,D,Cfac
Turpinia_occidentalis,Turpinia_occidentalis,8.14848656,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,D,Cfac
Turpinia_occidentalis,Turpinia_occidentalis,6.995283019,NA,NA,NA,NA,NA,NA,PFT4,Panamanian,Am,AFM,D,Cfac
